ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"3893","CROSSTEC Group Holdings Limited","易緯集團控股有限公司","Global offering","30/08/2016","600000000","0.15","90","Kingsway","Koala Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0830/ltn20160830051.pdf"
"6922","Cryofocus Medtech (Shanghai) Co., Ltd.","康灃生物科技（上海）股份有限公司","Global offering","16/12/2022","11110000","18.9","209.97899999999996","Citi; Huatai","CMB; ABCI; BOCOM; Futu; Tiger Brokers; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1216/2022121600015.pdf"
"2232","Crystal International Group Limited","晶苑國際集團有限公司","Global offering","23/10/2017","509300000","8.8","4481.84","Morgan Stanley; HSBC","Citi","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1023/ltn20171023009.pdf"
"6066","CSC Financial Co., Ltd.","中信建投證券股份有限公司","Global offering","29/11/2016","1130293500","7.26","8205.93081","China Securities; UBS; ABCI","ICBC; Bank of China; BOCOM; CCB; Deutsche Bank; SPDB; CMB; China Galaxy; CEB; Haitong; GF Securities; SSIF Securities; Guotai Junan; Zhongtai; Guosen; Dongxing; Daiwa","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1129/ltn20161129033.pdf"
"1815","CSMall Group Limited","茂商集團有限公司","Global offering","28/02/2018","194183990","3.28","636.9234872","CMB","Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0228/ltn20180228035.pdf"
"3877","CSSC (Hong Kong) Shipping Company Limited","航運租賃有限公司","Global offering","28/05/2019","1534020000","1.42","2178.3084","CICC","CITIC; CCB; Fortune; DBS; BOCOM; ABCI; ICBC; CMB; CEB; China Industrial Securities; Haitong; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0528/ltn20190528017.pdf"
"2616","CStone Pharmaceuticals-B","基石藥業","Global offering","14/02/2019","186396000","12.8","2385.8688","Goldman Sachs; Morgan Stanley","UBS; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0214/ltn20190214041.pdf"
"1620","CTEH Inc.","加達控股有限公司","Global offering","15/06/2018","300000000","0.0001","","Lego","Kingsway; China Galaxy; Pacific Foundation Securities; VMS Securities; AMC Wanhai Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0615/ltn20180615021.pdf"
"1416","CTR Holdings Limited","","Global offering","30/12/2019","350000000","0.38","133","Grande Capital","Lego; First Fidelity Capital (International); CRIC Securities; Sang Woo (Kirin) Securities; Xin Yongan International Securities; Red Eagle Securities; China Rich Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1230/2019123000116.pdf"
"2487","Cutia Therapeutics","科笛集團","Global offering","31/05/2023","21281800","24.75","526.72455","CICC","Deutsche Bank; CITIC; Huatai; CMB; Bank of China; United Overseas Bank; Futu; Valuable Capital; Silverbricks Securities; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0531/2023053100049.pdf"
"1301","D&G Technology Holding Company Limited","德基科技控股有限公司","Global offering","14/05/2015","150000000","2.4","360","BOCOM","Guotai Junan; KGI Capital Asia; China Securities; Quam; RHB OSK Securities Hong Kong; Sun Hung Kai Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0514/ltn20150514005.pdf"
"1580","Da Sen Holdings Group Limited","大森控股集團有限公司","Global offering","07/12/2016","180000000","0.9","162","China Industrial Securities","GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1207/ltn20161207011.pdf"
"6111","DaFa Properties Group Limited","大發地產集團有限公司","Global offering","28/09/2018","","","","CCB","CMB; First Capital; Yuanyin Securities; SSIF Securities; Head & Shoulders Securities; Pacific Foundation Securities","https://www.hkexnews.hk/listedco/listconews/sehk/2018/0928/ltn20180928031.pdf"
"3799","Dali Foods Group Company Limited [Privatized 2023]","達利食品集團有限公司","Global offering","20/11/2015","","","","Bank of America; Morgan Stanley","","https://www.hkexnews.hk/listedco/listconews/sehk/2015/1120/ltn20151120039.pdf"
"3699","Everbright Grand China Assets Limited","光大嘉誠資產管理有限公司","Global offering","29/12/2017","110400000","1.49","164.496","CEB; ABCI","CLC Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1229/ltn20171229019.pdf"
"1921","Dalipal Holdings Limited","達力普控股有限公司","Global offering","28/10/2019","300000000","1.59","477","CMB","Guotai Junan; Essence; Haitong; Shanxi Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1028/ltn20191028005.pdf"
"1007","Daqing Dairy Holdings Limited","環球乳業控股有限公司","Global offering","15/10/2010","360880000","5.2","1876.576","Macquarie","CCB; ABCI","https://www1.hkexnews.hk/listedco/listconews/sehk/2010/1015/ltn20101015023.pdf"
"9986","Dashan Education Holdings Limited","大山教育控股有限公司","Global offering","30/06/2020","200000000","1.75","350","Alliance Capital Partners","BOCOM; Haitong; Alpha International Securities; AWSG International Securities; CMB; Essence; Futu; Sheng Yuan Securities; Astrum Capital Management; Bradbury Securities; First Shanghai; Freeman Securities; Fulbright Securities; Luk Fook Securities; Pulsar Capital; TD King Capital; Valuable Capital; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0630/2020063000093.pdf"
"1272","Datang Environment Industry Group Co., Ltd.","大唐環境產業集團股份有限公司","Global offering","03/11/2016","540000000","4.74","2559.6","CITIC","Deutsche Bank; CMB; Haitong; HSBC; ABCI; BNP Paribas","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1103/ltn20161103013.pdf"
"2117","Datang Group Holdings Limited","大唐集團控股有限公司","Global offering","27/11/2020","","","","ICBC","ABCI; BOCOM; CCB; CMB; Essence; Guodu Securities; Guotai Junan; Haitong; Vision Capital International Holdings; CRIC Securities; GLAM Capital; Fortune; HTF Securities; Huajin Securities (International); Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1127/2020112700019.pdf"
"2418","Deewin Tianxia Co., Ltd","德银天下股份有限公司","Global offering","30/06/2022","543000000","2.13","1156.59","China Securities","Huatai; CEB; Bank of China; Zhongtai; Futu; Tiger Brokers; Livermore Holdings; Guotai Junan; Eddid","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0630/2022063000037.pdf"
"2419","Dekon Food and Agriculture Group","四川德康農牧食品集團股份有限公司","Global offering","27/11/2023","26912000","36.95","994.3984000000002","CICC; Citi","CEB; Bank of China; ABCI; China Galaxy; CMB; ICBC; Citrus Securities; Valuable Capital; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1127/2023112700009.pdf"
"1452","Denox Environmental & Technology Holdings Limited","迪諾斯環保科技控股有限公司","Global offering","30/10/2015","125000000","2.9","362.5","CMB; CCB","","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1030/ltn20151030017.pdf"
"1545","Design Capital Limited","設計都會有限公司","Global offering","11/04/2019","500000000","0.01","","","Southwest Securities; Ruibang Securities; CICC; Yuanta Securities; Emperor; Chuenman Securities; Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0411/ltn20190411009.pdf"
"2270","Desun Real Estate Investment Services Group Co., Ltd.","德商產投服務集團有限公司","Global offering","30/11/2021","150000000","1.46","219","Shenwan Hongyuan","CEB; Guosen; Livermore Holdings; CMB; SPDB","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1130/2021113000045.pdf"
"2019","Dexin China Holdings Company Limited","德信中國控股有限公司","Global offering","14/02/2019","532000000","3.25","1729","CCB","BOCOM; CEB; Orient Securities; Zhongtai; Hao Tian International Securities; First Shanghai; Silk Road International Capital; Head & Shoulders Securities; Pacific Foundation Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0214/ltn20190214013.pdf"
"2215","Dexin Services Group Limited","德信服務集團有限公司","Global offering","29/06/2021","250000000","3.44","860","CCB","China Industrial Securities; Zhongtai; Vision Capital International Holdings; Futu; Valuable Capital; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0629/2021062900043.pdf"
"1440","Deyun Holding Ltd.","德運控股有限公司","Global offering","28/12/2020","315000000","0.5","157.5","Dakin","BOCOM; CCB; I Win Securities; Red Eagle Securities; Yuzhou Financial Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1228/2020122800063.pdf"
"3958","DFZQ","東方證券股份有限公司","Global offering","22/06/2016","957000000","9.35","8947.95","Citi; Goldman Sachs; Nomura","Orient Securities; BOCOM; Haitong; Guotai Junan; Zhongtai; ICBC; ABCI; Bank of China; CCB; Shenwan Hongyuan; Huarong International Securities; CITIC; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0622/ltn20160622019.htm"
"2559","Dida Inc.","嘀嗒出行","Global offering","20/06/2024","39091000","7","273.637","CICC; Haitong; Nomura","CMB; ABCI; Bank of China; CCB; China Galaxy; ICBC; Tiger Brokers; Futu; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0620/2024062000015.pdf"
"2022","Digital Hollywood Interactive Limited","遊萊互動集團有限公司","Global offering","05/12/2017","500000000","0.85","425","China Securities","GF Securities; CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/1205/ltn20171205051.pdf"
"9886","Dingdang Health Technology Group Ltd.","叮噹健康科技集團有限公司","Global offering","01/09/2022","33537000","12","402.444","CICC; CMB","Futu; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0901/2022090100013.pdf"
"2586","Dmall Inc.","多点數智有限公司","Global offering","28/11/2024","25774000","30.21","778.63254","UBS; CMB","CITIC; CICC; CCB; Haitong; ABCI; Bank of China; BOCOM; China International Securities; China Galaxy; Futu; GF Securities; ICBC; Orient Securities; Patrons Securities; Ruibang Securities; Shenwan Hongyuan; SPDB; Tiger Brokers; United Overseas Bank","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1128/2024112800015.pdf"
"9889","Dongguan Rural Commercial Bank Co., Ltd.","東莞農村商業銀行股份有限公司","Global offering","16/09/2021","1148091000","8.71","9999.872610000002","CMB; ABCI; ICBC","Fortune; Haitong; CCB","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0916/2021091600019.pdf"
"1702","Dongguang Chemical Limited","東光化工有限公司","Global offering","28/06/2017","160000000","1.2","192","KGI Capital Asia","Guotai Junan; Dongxing","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0628/ltn20170628007.pdf"
"1917","Doumob","豆盟科技有限公司","Global offering","28/02/2019","197800000","0.5","98.9","China Securities","Haitong; Ruibang Securities; Essence; Chuenman Securities; Koala Securities; Zundiao Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0228/ltn20190228087.pdf"
"2352","DOWELL SERVICE GROUP CO. LIMITED","東原仁知城市運營服務集團股份有限公司","Global offering","19/04/2022","16666667","15.4","256.6666718","Guotai Junan","ABCI; BOCOM; CITIC; ICBC; CMB; CEB; Fortune; Futu; Guosen; Zheshang International Financial Holdings; Merdeka Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0419/2022041900041.pdf"
"1405","DPC Dash Ltd","达势股份有限公司","Global offering","13/12/2022","11350000","50","567.5","Bank of America","Ampere Partners; DBS","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1213/2022121300016.pdf"
"1712","Dragon Mining Limited","龍資源有限公司","Global offering","18/10/2018","50000000","2.03","101.49999999999999","Altus Capital","Get Nice Securities; Sun Hung Kai Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1018/ltn20181018011.pdf"
"6829","Dragon Rise Group Holdings Limited","龍昇集團控股有限公司","Global offering","26/01/2018","300000000","0.4","120","Dakin","Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0126/ltn20180126025.pdf"
"9606","Duality Biotherapeutics, Inc.","映恩生物","Global offering","07/04/2025","15071600","103.2","1555.38912","Morgan Stanley","CICC; CMB; ICBC; Bank of China; GF Securities; ABCI","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0407/2025040700009.pdf"
"1753","Duiba Group Limited","兌吧集团有限公司","Global offering","24/04/2019","111111200","8.1","900.00072","CMB; HSBC","Bank of China; China Industrial Securities; Guotai Junan; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0424/ltn20190424053.pdf"
"1330","Dynagreen Environmental Protection Group Co., Ltd","綠色動力環保集團股份有限公司","Global offering","09/06/2014","300000000","3.7","1110","CITIC","","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0609/ltn20140609017.htm"
"2048","E-House (China) Enterprise Holdings Limited","易居(中國)企業控股有限公司","Global offering","10/07/2018","322836000","17.68","5707.74048","CICC; Credit Suisse","HSBC; BNP Paribas; Citi; CMB; Haitong; Head & Shoulders Securities; ICBC; Juhui Financial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0710/ltn20180710027.htm"
"6668","E-Star Commercial Management Company Limited","星盛商業管理股份有限公司","Global offering","14/01/2021","250000000","3.88","970","CCB; China Securities","Shenwan Hongyuan; ABCI; China Industrial Securities; United Overseas Bank; HeungKong; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0114/2021011400003.pdf"
"6128","Earthasia International Holdings Limited","泛亞環境國際控股有限公司","Global offering","12/06/2014","100000000","1.2","120","GF Securities","China Industrial Securities; RHB OSK Securities Hong Kong","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0612/ltn20140612007.pdf"
"2550","Easou Technology Holdings Limited","宜搜科技控股有限公司","Global offering","30/05/2024","14802500","8","118.42","Bank of China","Guotai Junan; BOCOM; CEB; Citrus Securities; Guosen; ICBC; Livermore Holdings; Shenwan Hongyuan; SPDB; Tiger Brokers; Yue Xiu; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0530/2024053000009.pdf"
"2442","Easy Smart Group Holdings Limited","怡俊集團控股有限公司","Global offering","25/04/2023","102000000","1.38","140.76","Grande Capital","Head & Shoulders Securities; CMB; BOCOM; Astrum Capital Management; Eddid; Maxa Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0425/2023042500029.pdf"
"2505","EDA Group Holdings Limited","EDA集團控股有限公司","Global offering","19/05/2024","97625000","3.06","298.7325","CMB","ABCI; Bank of China; CEB; China Galaxy; Quam; Eddid; Futu; Tiger Brokers; Patrons Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0519/2024051900033.pdf"
"1147","Edensoft Holdings Limited","伊登軟件控股有限公司","Global offering","23/04/2020","500000000","0.25","125","Cinda International","All EverGreen Securities; Alpha Financial Group; CIS Securities Asset Management; China Securities; I Win Securities; Mouette Securities; Orient Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0423/2020042300029.pdf"
"2416","Edianyun Limited","易點雲有限公司","Global offering","15/05/2023","58575000","12","702.9","CICC","Credit Suisse; CITIC; Futu; Dongxing; Tiger Brokers; Valuable Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0515/2023051500005.pdf"
"382","Edvantage Group Holdings Limited","中滙集團控股有限公司","Global offering","04/07/2019","250000000","3.22","805","BNP Paribas","Haitong; ABCI; Bank of China; BOCOM; CCB; First Shanghai","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0704/ltn20190704015.pdf"
"6882","EGL Holdings Company Limited","東瀛遊控股有限公司","Global offering","18/11/2014","125000000","1.48","185","Shenyin Wanguo Capital (H.K.)","Halcyon; Pacific Foundation Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1118/ltn20141118009.pdf"
"1395","ELL Environmental Holdings Limited","於開曼群島註冊成立的有限公司","Global offering","12/09/2014","200000000","0.6","120","Quam","Convoy Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0912/ltn20140912041.pdf"
"1856","Ernest Borel Holdings Limited","依波路控股有限公司","Global offering","30/06/2014","66000000","3.46","228.36","Bank of China","","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0630/ltn20140630123.pdf"
"1821","ESR Cayman Limited [Privatized 2024]","ESR開曼有限公司","Global offering","22/10/2019","","","","Deutsche Bank; CITIC","Morgan Stanley; Citi; Credit Suisse; Goldman Sachs; CCB; CICC; Credit Agricole; DBS; Mirae Asset Securities; United Overseas Bank","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1022/2019102200177.pdf"
"6883","Eternal Beauty Holdings Limited","穎通控股有限公司","Global offering","18/06/2025","333400000","3.38","1126.892","BNP Paribas; CITIC","CMB; DBS; China Harbour International Securities; First Shanghai; Futu; SBI","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0618/2025061800005.pdf"
"1725","Eternity Technology Holdings Limited","恒達科技控股有限公司","Global offering","03/08/2018","75000000","2","150","Dakin","China Securities; Koala Securities; Yellow River Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0803/ltn20180803005.pdf"
"1846","EuroEyes International Eye Clinic Limited","德視佳國際眼科有限公司","Global offering","30/09/2019","79334000","8.8","698.1392","Bank of China","China Securities; Fosun","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0930/2019093000015.pdf"
"1549","Ever Harvest Group Holdings Limited","康宏証券投資服務有限公司","Global offering","23/06/2016","350000000","0.38","133","Guotai Junan","Convoy Investment Services; Ample","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0623/ltn20160623005.pdf"
"3616","Ever Reach Group (Holdings) Company Limited","恒達集團","Global offering","30/10/2018","300000000","1.4","420","CEB","BOCOM; SSIF Securities; CICC; ABCI; RHB Securities Hong Kong","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1030/ltn20181030071.pdf"
"1995","Ever Sunshine Lifestyle Services Group Limited","永升生活服务集团有限公司","Global offering","04/12/2018","380000000","0.01","","Haitong","Guotai Junan; ABCI; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1204/ltn20181204007.pdf"
"6178","Everbright Securities Company Limited","光大證券股份有限公司","Global offering","08/08/2016","680000000","13.26","9016.8","CEB; UBS; Bank of America","CCB; BOCOM; Sun Hung Kai Investment Services; CMB; Yuanta Securities; Macquarie; Bank of China; ICBC; ABCI; CIMB Securities; Deutsche Bank; China Securities; Guotai Junan; China Industrial Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0808/ltn20160808021.pdf"
"1952","Everest Medicines Limited","雲頂新耀有限公司","Global offering","25/09/2020","63547000","55","3495.085","Goldman Sachs; Bank of America","Citi; CICC; Credit Suisse; Nomura","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0925/2020092500047.pdf"
"6666","Evergrande Property Services Group Limited","恒大物業集團有限公司","Global offering","23/11/2020","1621622000","9.75","15810.8145","Huatai; UBS; ABCI; CCB; CITIC; Haitong","CMB; ICBC; Fortune","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1123/2020112300009.pdf"
"1962","Evergreen Products Group Limited","訓修實業集團有限公司","Global offering","29/06/2017","184500000","1.9","350.55","CIMB Securities","Guotai Junan; Fortune; China Galaxy; Mason; Huarong International Securities; Aristo Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0629/ltn20170629029.pdf"
"6989","Excellence Commercial Property & Facilities Management Group Limited","卓越商企服務集團有限公司","Global offering","07/10/2020","300000000","10.68","3204","Haitong; CMB","ABCI; GF Securities; China PA Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1007/2020100700009.pdf"
"6086","Fangzhou Inc.","方舟云康控股有限公司","Global offering","28/06/2024","23800000","8.36","198.968","Citi; ABCI","Essence; ICBC; China Galaxy; CEB; CMB; Citrus Securities; Fosun; Futu; GF Securities; Huatai; Shenwan Hongyuan; Tiger Brokers; Victory Securities; Yue Xiu; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0628/2024062800041.pdf"
"2516","FAR International Holdings Group Company Limited","泛遠國際控股集團有限公司","Global offering","12/12/2023","140000000","1.22","170.8","Grand Moore Capital","Valuable Capital; China PA Securities; CMB; ICBC; Shenwan Hongyuan","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1212/2023121200029.pdf"
"1901","Feiyang International Holdings Group Limited","飛揚國際控股","Global offering","18/06/2019","125000000","1.1","137.5","Giraffe Capital","Crosby Securities; Mason","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0618/ltn20190618019.pdf"
"1022","Feiyu Technology International Company Ltd.","飛魚科技國際有限公司","Global offering","25/11/2014","300000000","2.55","765","Citi; Bank of America","Guotai Junan","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1125/ltn20141125005.pdf"
"2469","Fenbi Ltd.","粉筆有限公司","Global offering","23/12/2022","20000000","9.9","198","Citi; CICC; Bank of America","Haitong; BOCOM; CMB; CRIC Securities; CSFG International Securities; Futu; ICBC; Macquarie; Maxa Capital; Soochow","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1223/2022122300005.pdf"
"9638","Ferretti S.p.A.","法拉帝(意大利)股份有限公司","Global offering","22/03/2022","83580000","28.24","2360.2992","CICC","BNP Paribas; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0322/2022032200013.pdf"
"1502","Financial Street Property Co., Limited","物業股份有限公司","Global offering","19/06/2020","90000000","7.56","680.4","Guotai Junan","ICBC; Silk Road International Capital; Wintech Securities; CRIC Securities; HTF Securities; Ever-Long Securities; Topaz Financial Group","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0619/2020061900025.pdf"
"6860","FingerTango Inc.","指尖悅動有限公司","Global offering","26/06/2018","500000000","3.27","1635","China Securities","Yuanta Securities; Oceanwide Securities; Head & Shoulders Securities; Morton Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0626/ltn20180626017.pdf"
"865","First Mobile Group Holdings Limited","第一電訊集團有限公司","Global offering","19/10/2002","","","","Kingsway; Asia Financial","Guotai Junan; CEF Capital; Celestial Capital; Core Pacific-Yamaichi International (H.K.); First Shanghai; Kingston; MasterLink Securities Corporation; Sanfull Securities; Tai Fook Securities","https://www.hkexnews.hk/listedco/listconews/gem/2002/1019/e_8110pro-20001220.pdf"
"2107","First Service Holding Limited","第一服務控股有限公司","Global offering","12/10/2020","250000000","2.46","615","Haitong","China Industrial Securities; Bank of China; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1012/2020101200009.pdf"
"6088","FIT Hon Teng Limited","鴻騰精密科技股份有限公司","Global offering","29/06/2017","990060000","3.08","3049.3848","CICC; Credit Suisse; Bank of America","UBS; CCB; DBS; Nomura","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0629/ltn20170629037.pdf"
"6865","Flat Glass Group Co., Ltd.","福萊特玻璃集團股份有限公司","Global offering","16/11/2015","450000000","2.68","1206","Bank of China","CICC","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1116/ltn20151116006.pdf"
"6610","Flowing Cloud Technology Ltd","飛天雲動科技有限公司","Global offering","29/09/2022","271500000","2.88","781.92","Shenwan Hongyuan","CITIC; CMB; DBS; Huatai; ABCI; Citrus Securities; Dragonstone Capital Management; Zhongtai; CEB; West Bull Securities; China Galaxy; Futu; Tiger Brokers; Livermore Holdings; Valuable Capital; Phillip Securities; Zheshang International Financial Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0929/2022092900133.pdf"
"2499","Folangsi Co., Ltd.","廣州佛朗斯股份有限公司","Global offering","31/10/2023","12136000","16.18","196.36048","Haitong","GF Securities; Huatai","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1031/2023103100017.pdf"
"1632","Food Wise Holdings Limited","膳源控股有限公司","Global offering","17/11/2016","50000000","2.15","107.5","Cinda International","Huajin Securities (International)","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1117/ltn20161117007.pdf"
"1304","Fortior Technology (Shenzhen) Co., Ltd.","峰岹科技(深圳)股份有限公司","Global offering","30/06/2025","16299500","120.5","1964.08975","CICC","Bank of China; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000015.pdf"
"2528","Forward Fashion (International) Holdings Company Limited","尚晉（國際）控股有限公司","Global offering","30/12/2019","100000000","2.1","210","China Industrial Securities","SPDB; Alliance Capital Partners; China Investment Securities; China Sky Securities; GLAM Capital; Luk Fook Securities; RaffAello; Aristo Securities; SynerWealth Financial","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1230/2019123000090.pdf"
"3288","Foshan Haitian Flavouring and Food Company Ltd.","佛山市海天調味食品股份有限公司","Global offering","11/06/2025","263237500","36.3","9555.52125","CICC; Goldman Sachs; Morgan Stanley","Bank of China; ICBC; BOCOM; CMB; ABCI; CCB; HSBC; Huatai; CITIC; Futu; GF Securities; China Galaxy","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0611/2025061100017.pdf"
"1992","Fosun Tourism Group [Privatized 2025]","復星旅遊文化集團","Global offering","14/12/2018","","","","CITIC; Citi","","https://www.hkexnews.hk/listedco/listconews/sehk/2018/1214/ltn20181214120.pdf"
"1455","Fourace Industries Group Holdings Limited","科利實業控股集團有限公司","Global offering","31/08/2020","312500000","0.01","","Innovax","Aristo Securities; CEB; Chuenman Securities; Yue Xiu","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0831/2020083100087.pdf"
"6820","FriendTimes Inc.","友誼時光股份有限公司","Global offering","24/09/2019","330000000","1.96","646.8","Guotai Junan","CMB; ABCI; Haitong; Huatai; Ever-Long Securities; HTF Securities; Joincap Securities; Tanrich; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0924/2019092400005.pdf"
"1521","Frontage Holdings Corporation","方達控股公司","Global offering","17/05/2019","501910000","3.2","1606.112","","Bank of America; Goldman Sachs; CITIC; Haitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0517/ltn20190517021.pdf"
"331","FSE Engineering Holdings Limited","豐盛機電控股有限公司","Global offering","26/11/2015","112500000","2.98","335.25","Halcyon","Great Roc Capital Securities; Celestial Capital; Investec Capital Asia; Oriental Patron; Shenwan Hongyuan","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1126/ltn20151126023.pdf"
"1721","FSM Holdings Limited","FSM控股集團有限公司","Global offering","29/06/2018","250000000","0.6","150","Sunfund","Koala Securities; China Securities; Yellow River Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0629/ltn20180629039.pdf"
"2263","Fu Shek Financial Holdings Limited","富石金融控股有限公司","Global offering","31/01/2020","250000000","0.6","150","Vinco Capital","BOCOM; CEB; Kingsway; Livermore Holdings; Valuable Capital; Sinomax Securities; China Tonghai","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0131/2020013100019.pdf"
"2497","Fujing Holdings Co., Limited","富景中國控股有限公司","Global offering","30/11/2023","110000000","1.28","140.8","Grande Capital","CMB; CCB; BOCOM; Valuable Capital; Alliance Capital Partners; Livermore Holdings; Futu; Eddid; Yuen Meta (International) Securities; ABCI; Caitong","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1130/2023113000009.pdf"
"1034","Fullwealth Construction Holdings Company Limited","富匯建築控股有限公司","Global offering","15/10/2018","400000000","0.34","136","Frontpage Capital","","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/1015/ltn20181015017.pdf"
"2101","Fulu Holdings Limited","福祿控股有限公司","Global offering","07/09/2020","100000000","8.9","890","CMB","BOCOM; CEB; Crosby Securities; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0907/2020090700005.pdf"
"1443","Fulum Group Holdings Limited","富臨集團控股有限公司","Global offering","04/11/2014","325000000","1.66","539.5","Deutsche Bank","Bank of China","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1104/ltn20141104041.pdf"
